pdbid,LigandRmsdMean,LigandRmsdSd,ProteinRmsdMean,ProteinRmsdSd,di1_1-4 EEL_mean,di1_1-4 EEL_sd,di1_1-4 VDW_mean,di1_1-4 VDW_sd,di1_DELTA G gas_mean,di1_DELTA G gas_sd,di1_DELTA G solv_mean,di1_DELTA G solv_sd,di1_DELTA TOTAL_mean,di1_DELTA TOTAL_sd,di1_EDISPER_mean,di1_EDISPER_sd,di1_EEL_mean,di1_EEL_sd,di1_ENPOLAR_mean,di1_ENPOLAR_sd,di1_EPB_mean,di1_EPB_sd,di4_1-4 EEL_mean,di4_1-4 EEL_sd,di4_1-4 VDW_mean,di4_1-4 VDW_sd,di4_DELTA G gas_mean,di4_DELTA G gas_sd,di4_DELTA G solv_mean,di4_DELTA G solv_sd,di4_DELTA TOTAL_mean,di4_DELTA TOTAL_sd,di4_EDISPER_mean,di4_EDISPER_sd,di4_EEL_mean,di4_EEL_sd,di4_ENPOLAR_mean,di4_ENPOLAR_sd,di4_EPB_mean,di4_EPB_sd,index,owner,VDW
2xhd,0.959532707,0.01521572,2.000764427,0.02261849,0,6E-05,0,8E-05,-74.07206,5.32726,46.73708,4.62062,-27.33498,3.60324,0,0,-25.83554,5.10326,-4.16228,0.07874,50.89938,4.62442,0,6E-05,0,8E-05,-54.6954,2.72986,7.92752,1.06452,-46.7679,2.52892,0,0,-6.4589,1.27582,-4.16228,0.07874,12.08982,1.06622,2710,PRADEEP,-48.23654
5eno,1.065902483,0.012983943,3.24368408,0.015283527,0,8E-05,0,4E-05,-53.76448,3.91474,21.35378,2.89636,-32.41072,3.30204,0,0,-7.4312,2.74304,-4.7443,0.163,26.09808,2.92572,0,8E-05,0,4E-05,-48.19104,2.96034,1.41628,0.66718,-46.77478,2.81954,0,0,-1.85782,0.68576,-4.7443,0.163,6.16058,0.68694,3129,VASAVI,-46.33328
2vts,0.368375968,0.018603329,2.092395888,0.007905082,0,4E-05,0,8E-05,-82.94874,4.96506,55.8927,4.3963,-27.05604,4.40302,0,0,-35.1321,5.00254,-4.19856,0.08744,60.09128,4.39382,0,4E-05,0,8E-05,-56.59966,2.71908,9.82282,1.0146,-46.77684,2.72094,0,0,-8.78302,1.25062,-4.19856,0.08744,14.0214,1.01054,7792,DIVYAK,-47.81664
5kzy,0.675741037,0.012518069,1.496548092,0.007410369,0,0,0,6E-05,-49.64834,3.312,14.27596,2.12046,-35.37236,3.34358,0,0,0,0,-0.77766,0.16152,15.05362,2.2041,0,0,0,6E-05,-49.64834,3.312,2.8623,0.4594,-46.78604,3.2546,0,0,0,0,-0.77766,0.16152,3.63994,0.52834,2219,SHRUTI,-49.64834
2aba,0.226913791,0.008170921,1.244239726,0.004162198,0,4E-05,0,0,-69.80968,4.65962,34.92998,4.50706,-34.8797,3.84446,0,0,-23.65972,4.6424,-3.8254,0.09668,38.75538,4.54492,0,4E-05,0,0,-52.0649,2.39456,5.26284,1.02434,-46.80204,2.41506,0,0,-5.91492,1.1606,-3.8254,0.09668,9.08822,1.06102,7219,SHRUTI,-46.14996
6fqo,0.566409153,0.006714937,1.590193025,0.008169702,0,2E-05,0,0.0001,-82.42626,6.44014,49.86122,5.53666,-32.56502,3.5135,0,0,-36.69316,6.52106,-4.97184,0.1698,54.83306,5.60584,0,2E-05,0,0.0001,-54.90638,3.13032,8.09352,1.26342,-46.81288,2.8803,0,0,-9.17332,1.63028,-4.97184,0.1698,13.06536,1.32648,6015,PRADEEP,-45.7331
6r0i,0.398124836,0.005483815,1.660294023,0.006964951,0,8E-05,0,4E-05,-118.93778,6.15092,102.42502,5.7373,-16.51276,6.46056,0,0,-69.129,6.82772,-4.32624,0.09288,106.75128,5.72786,0,8E-05,0,4E-05,-67.09104,3.16706,20.26754,1.29628,-46.8235,3.2091,0,0,-17.28226,1.70692,-4.32624,0.09288,24.5938,1.28574,3940,SHRUTI,-49.80878
1qhc,1.769709492,0.013154944,1.399731783,0.0078477,0,2E-05,0,2E-05,-132.27328,13.30216,108.38186,12.7109,-23.89142,5.92798,0,0,-84.77858,13.1403,-5.2221,0.22398,113.60392,12.79734,0,2E-05,0,2E-05,-68.68936,4.9114,21.86042,2.9215,-46.82894,3.54142,0,0,-21.19466,3.28508,-5.2221,0.22398,27.0825,3.00554,3262,SHRUTI,-47.49474
5jq9,0.715678092,0.015727074,1.730613331,0.005392966,0,4E-05,0,8E-05,-143.63502,6.45108,109.90598,6.20686,-33.72904,4.59594,0,0,-98.84578,6.58828,-4.68936,0.1676,114.59536,6.26718,0,4E-05,0,8E-05,-69.50066,3.60454,22.6552,1.42362,-46.84546,3.2223,0,0,-24.71144,1.64706,-4.68936,0.1676,27.34458,1.48046,3563,VASAVI,-44.78922
2q11,1.925442535,0.011710722,1.588191269,0.006060374,0,6E-05,0,6E-05,-72.8825,6.45386,45.25182,5.41738,-27.63074,4.55952,0,0,-24.72062,5.29632,-4.57648,0.1975,49.8283,5.4943,0,6E-05,0,6E-05,-54.34204,3.68948,7.49534,1.20402,-46.84672,3.42742,0,0,-6.18014,1.32408,-4.57648,0.1975,12.07182,1.26908,6917,SARVESH,-48.16188
5u2n,0.840863295,0.012257909,1.887172796,0.010275434,0,4E-05,0,2E-05,-84.79192,6.72818,59.54402,5.61786,-25.24788,5.44756,0,0,-36.81046,6.11386,-4.89152,0.1259,64.4356,5.64858,0,4E-05,0,2E-05,-57.18406,3.71552,10.30434,1.2808,-46.87972,3.4564,0,0,-9.20264,1.52846,-4.89152,0.1259,15.19588,1.30796,5673,ROHIT,-47.98146
5uab,0.386494217,0.008204745,2.458266783,0.009998664,0,8E-05,0,4E-05,-65.79618,4.3935,33.4884,3.82706,-32.30778,2.67538,0,0,-18.74808,4.3859,-3.942,0.08444,37.43038,3.85612,0,8E-05,0,4E-05,-51.73514,2.45484,4.85012,0.8723,-46.885,2.36768,0,0,-4.68702,1.09648,-3.942,0.08444,8.79206,0.89944,5792,PRADEEP,-47.0481
1fem,0.621109968,0.005317758,1.588012041,0.006033861,0,2E-05,0,4E-05,-57.735,3.96198,25.60884,2.8,-32.12622,3.40884,0,0,-11.19748,4.22918,-4.52308,0.09728,30.1319,2.78676,0,2E-05,0,4E-05,-49.33688,2.30992,2.44426,0.65588,-46.8926,2.25342,0,0,-2.79938,1.0573,-4.52308,0.09728,6.96736,0.63846,1403,SHRUTI,-46.53748
3rg9,0.446126031,0.006936762,1.63896535,0.007521157,0,2E-05,0,0,-71.61902,4.2233,44.1664,3.84708,-27.45262,4.10328,0,0,-23.5586,4.38458,-4.2129,0.09214,48.3793,3.84598,0,2E-05,0,0,-53.95008,3.01214,7.04938,0.8705,-46.90066,2.90906,0,0,-5.88966,1.09614,-4.2129,0.09214,11.26232,0.86664,5846,PRADEEP,-48.0604
4mjo,0.800675687,0.015191749,2.345587686,0.011780278,0,0,0,8E-05,-94.81366,7.4599,62.29986,6.4077,-32.51382,3.89788,0,0,-48.90174,7.37016,-4.3859,0.16082,66.68576,6.4857,0,0,0,8E-05,-58.13732,3.46902,11.23606,1.4499,-46.90128,2.94268,0,0,-12.22546,1.84252,-4.3859,0.16082,15.62196,1.52454,1687,ROHIT,-45.91188
5ylt,0.312882137,0.004244722,1.897797347,0.007370542,0,8E-05,0,6E-05,-58.45316,4.63062,27.59318,3.9755,-30.85998,3.39452,0,0,-10.7984,4.62522,-3.93214,0.07932,31.52532,3.98858,0,8E-05,0,6E-05,-50.3544,2.52544,3.43862,0.91982,-46.91578,2.45016,0,0,-2.6996,1.15632,-3.93214,0.07932,7.37076,0.93144,2792,SHRUTI,-47.65482
4lag,0.461525997,0.008510098,1.566259143,0.005679131,0,6E-05,0,4E-05,-76.32308,4.56346,49.90026,5.00908,-26.42282,3.46362,0,0,-28.03646,4.51854,-4.4199,0.11348,54.32016,5.05214,0,6E-05,0,4E-05,-55.2957,2.8712,8.34618,1.09274,-46.94956,2.6637,0,0,-7.00912,1.12966,-4.4199,0.11348,12.7661,1.13524,6379,PRADEEP,-48.28658
4lxu,0.714926182,0.006594692,1.531504642,0.008076633,0,4E-05,0,4E-05,-135.0423,7.33168,110.32008,9.88624,-24.7222,8.09518,0,0,-87.54386,8.5431,-5.1164,0.14648,115.4365,9.9393,0,4E-05,0,4E-05,-69.38438,3.90896,22.42626,2.2584,-46.95816,3.84946,0,0,-21.88596,2.13578,-5.1164,0.14648,27.54264,2.31212,4273,PRADEEP,-47.49842
3dp3,1.093581428,0.011394275,1.475160695,0.006077534,0,4E-05,0,8E-05,-71.75624,6.8543,45.0425,6.34662,-26.71374,3.88372,0,0,-23.5487,7.40726,-4.563,0.08504,49.60552,6.35,0,4E-05,0,8E-05,-54.09472,2.97596,7.13494,1.47448,-46.95976,2.80488,0,0,-5.88716,1.8518,-4.563,0.08504,11.69794,1.47704,2551,DIVYAK,-48.20754
4n9d,1.313370754,0.013440529,3.796713632,0.027106749,0,8E-05,0,2E-05,-84.86694,6.47198,55.47118,5.27446,-29.3958,4.24814,0,0,-37.86724,6.18792,-4.71388,0.13822,60.18504,5.31818,0,8E-05,0,2E-05,-56.46656,3.19422,9.49226,1.21546,-46.97428,2.92458,0,0,-9.4668,1.54698,-4.71388,0.13822,14.2061,1.25214,7295,ROHIT,-46.99972
1um4,0.88027165,0.017056892,1.84323118,0.009491637,0,6E-05,0,2E-05,-268.03856,10.72906,221.77786,9.29824,-46.26072,4.48938,0,0,-230.51792,11.46878,-3.85234,0.14034,225.63022,9.31214,0,6E-05,0,2E-05,-95.15014,3.59284,48.16724,2.0897,-46.98294,3.19062,0,0,-57.6295,2.86718,-3.85234,0.14034,52.0196,2.10054,4960,ROHIT,-37.52068
2y0e,0.821408867,0.01031771,3.264340198,0.037971681,0,4E-05,0,2E-05,-135.41956,11.78096,115.95488,11.66368,-19.46474,6.71988,0,0,-86.34354,11.42328,-5.18338,0.09726,121.13826,11.69036,0,4E-05,0,2E-05,-70.66192,4.57554,23.66464,2.70686,-46.99732,3.4909,0,0,-21.5859,2.8558,-5.18338,0.09726,28.848,2.73346,4162,SHRUTI,-49.07604
3cwd,2.38758099,0.009451746,2.529078345,0.012171159,0,2E-05,0,2E-05,-75.35042,5.58002,44.27148,4.1694,-31.07894,4.2872,0,0,-28.98244,5.42586,-4.85272,0.12216,49.12422,4.17366,0,2E-05,0,2E-05,-53.61358,3.10468,6.61312,0.94016,-47.00048,2.81384,0,0,-7.24558,1.35648,-4.85272,0.12216,11.46588,0.9413,3761,DIVYAK,-46.368
5lu6,0.784506489,0.002805759,1.7221947,0.01009473,0,6E-05,0,2E-05,-100.60722,5.50588,56.92494,4.05048,-43.68226,3.6917,0,0,-56.79534,6.61856,-2.84938,0.05236,59.77432,4.06226,0,6E-05,0,2E-05,-58.01066,2.84312,11.00962,0.93232,-47.00106,2.82174,0,0,-14.19884,1.65466,-2.84938,0.05236,13.85896,0.94408,1819,DIVYAK,-43.81184
4a84,0.761067537,0.012072072,1.69518367,0.011473982,0,2E-05,0,4E-05,-86.43904,7.8816,60.21926,8.15242,-26.2198,5.19726,0,0,-38.49598,8.57034,-4.73192,0.08008,64.95116,8.14824,0,2E-05,0,4E-05,-57.56708,3.33662,10.56208,1.8721,-47.00498,3.31312,0,0,-9.62398,2.14258,-4.73192,0.08008,15.29402,1.86746,2294,SHRUTI,-47.94306
4yus,1.032196392,0.010940556,3.378540999,0.035302981,0,4E-05,0,4E-05,-135.59762,10.804,98.36482,8.92922,-37.23284,4.5781,0,0,-91.49696,11.72236,-4.21158,0.0952,102.57636,8.94456,0,4E-05,0,4E-05,-66.9749,3.92722,19.96686,2.06258,-47.00804,3.33066,0,0,-22.87424,2.93058,-4.21158,0.0952,24.17842,2.07658,7678,DIVYAK,-44.10068
5w99,0.715168732,0.009965859,1.702669287,0.007288916,0,6E-05,0,4E-05,-74.03414,6.68984,51.24722,7.0901,-22.78692,4.98522,0,0,-24.71974,6.88632,-4.84736,0.1846,56.09456,7.17378,0,6E-05,0,4E-05,-55.49434,3.30092,8.47976,1.60012,-47.01456,3.26714,0,0,-6.1799,1.72158,-4.84736,0.1846,13.32712,1.6798,2574,DIVYAK,-49.3144
3h3c,1.181514191,0.011859553,2.40528885,0.01386966,0,8E-05,0,4E-05,-69.61106,7.0185,37.9717,6.01056,-31.63934,4.09178,0,0,-22.92852,6.37238,-4.832,0.15646,42.80374,6.07006,0,8E-05,0,4E-05,-52.41464,3.60448,5.39612,1.38226,-47.01848,3.09934,0,0,-5.73212,1.59308,-4.832,0.15646,10.22814,1.43708,2564,DIVYAK,-46.68248
5tlb,1.57176148,0.023390771,1.94692831,0.020029187,0,8E-05,0,8E-05,-121.88144,13.73448,94.4396,12.57852,-27.44184,6.23542,0,0,-75.0838,13.40344,-5.13616,0.27356,99.57576,12.7256,0,8E-05,0,8E-05,-65.5686,5.46616,18.54374,2.81452,-47.02488,4.17828,0,0,-18.77096,3.35086,-5.13616,0.27356,23.6799,2.95816,1942,DIVYAK,-46.79762
6i5k,0.332025968,0.010886635,1.919927435,0.016618692,0,8E-05,0,6E-05,-63.47652,4.05548,34.48176,4.38438,-28.99472,3.70186,0,0,-15.42722,3.13776,-4.19638,0.10588,38.67818,4.41504,0,8E-05,0,6E-05,-51.9061,2.80698,4.88112,0.97204,-47.02498,2.60832,0,0,-3.85682,0.78444,-4.19638,0.10588,9.0775,1.00006,1741,PRADEEP,-48.0493
6hmc,0.359990346,0.004706332,1.658542104,0.008399824,0,6E-05,0,4E-05,-70.50924,4.75242,37.39368,3.5802,-33.11554,3.72796,0,0,-23.68322,4.26942,-4.13808,0.08688,41.53178,3.59572,0,6E-05,0,4E-05,-52.74682,2.63308,5.7077,0.8355,-47.0391,2.56518,0,0,-5.9208,1.06736,-4.13808,0.08688,9.84578,0.84818,4482,PRADEEP,-46.826
3f6r,0.786479201,0.006877214,1.520487474,0.005283869,0,4E-05,0,4E-05,-117.8811,8.00192,82.59664,6.40508,-35.28448,4.39164,0,0,-72.59584,8.11824,-3.943,0.15516,86.53964,6.45002,0,4E-05,0,4E-05,-63.4342,3.93532,16.39308,1.46346,-47.04112,3.46086,0,0,-18.14894,2.02956,-3.943,0.15516,20.33608,1.50866,3050,ROHIT,-45.28522
5dxt,0.381386896,0.010470971,2.618002011,0.011197328,0,6E-05,0,4E-05,-77.04134,4.90706,45.1043,4.44482,-31.93704,3.7027,0,0,-30.27978,4.96988,-4.55812,0.09738,49.6624,4.45464,0,6E-05,0,4E-05,-54.3315,2.56694,7.27664,1.04086,-47.05484,2.51976,0,0,-7.56996,1.24248,-4.55812,0.09738,11.83476,1.04996,1510,DIVYAK,-46.76154
1sc8,1.433345097,0.006563426,1.547692832,0.006586164,0,4E-05,0,2E-05,-123.95544,8.07746,90.64462,7.50134,-33.31082,5.37518,0,0,-78.5974,8.67128,-4.31424,0.15176,94.95886,7.56002,0,4E-05,0,2E-05,-65.00738,3.41352,17.94418,1.69394,-47.06318,3.0697,0,0,-19.64936,2.16784,-4.31424,0.15176,22.25842,1.7505,3884,DIVYAK,-45.35804
5emj,0.766860945,0.01594911,2.599812504,0.023031904,0,6E-05,0,6E-05,-68.62052,5.55852,44.99662,5.08844,-23.62388,4.7608,0,0,-19.44298,5.43514,-5.10168,0.15696,50.0983,5.12176,0,6E-05,0,6E-05,-54.03828,3.0556,6.96706,1.17278,-47.0712,2.96634,0,0,-4.86076,1.35878,-5.10168,0.15696,12.06874,1.20096,9506,PRADEEP,-49.1775
1h08,1.072497077,0.01043778,1.950904595,0.012403226,0,0,0,4E-05,-70.40844,6.45784,43.42164,6.3551,-26.98684,4.3254,0,0,-21.84996,5.58846,-4.5424,0.16186,47.96402,6.39112,0,0,0,4E-05,-54.021,3.65272,6.94212,1.46386,-47.0789,3.20736,0,0,-5.4625,1.39714,-4.5424,0.16186,11.4845,1.49692,3425,SARVESH,-48.55854
4h2d,0.735405419,0.009590126,1.760051298,0.009989713,0,6E-05,0,4E-05,-150.49146,9.72976,117.5986,8.26086,-32.89286,5.32666,0,0,-104.82118,10.6944,-3.9762,0.11408,121.57482,8.24908,0,6E-05,0,4E-05,-71.87558,3.58548,24.79592,1.93678,-47.07964,3.19034,0,0,-26.20528,2.6736,-3.9762,0.11408,28.77214,1.92204,3536,VASAVI,-45.67028
5alp,1.36625186,0.014224447,2.906729183,0.030432191,0,0,0,2E-05,-83.6245,4.79992,53.0795,4.4701,-30.54498,3.97178,0,0,-36.76134,5.27198,-4.24374,0.08684,57.32324,4.48008,0,0,0,2E-05,-56.0535,2.66832,8.94224,1.02408,-47.11126,2.64336,0,0,-9.19032,1.31798,-4.24374,0.08684,13.186,1.0311,4766,PRADEEP,-46.86316
3fj6,0.37186635,0.005411023,1.943353423,0.005388772,0,4E-05,0,0,-76.83156,4.81412,46.45956,3.875,-30.37196,3.14838,0,0,-29.32908,5.03142,-4.08884,0.09908,50.54842,3.85784,0,4E-05,0,0,-54.83474,2.75972,7.70162,0.88176,-47.1331,2.67758,0,0,-7.33228,1.25786,-4.08884,0.09908,11.79046,0.8631,6262,SARVESH,-47.50248
1m4g,2.048814297,0.011418774,1.688536668,0.011324045,0,8E-05,0,0.0001,-118.61222,11.77698,97.62216,10.25648,-20.9901,7.3645,0,0,-70.80232,11.98456,-5.45618,0.22388,103.0783,10.338,0,8E-05,0,0.0001,-65.5105,4.56176,18.36594,2.28578,-47.14454,3.81378,0,0,-17.70058,2.99614,-5.45618,0.22388,23.8221,2.36022,8342,SARVESH,-47.80992
4p8n,0.917673842,0.013973104,1.801824203,0.00958893,0,0,0,8E-05,-52.76612,2.21246,30.45122,3.0794,-22.31488,3.6418,0,0,0,0,-1.24716,0.07024,31.69838,3.0917,0,0,0,8E-05,-52.76612,2.21246,5.61126,0.65364,-47.15486,2.2637,0,0,0,0,-1.24716,0.07024,6.85844,0.66542,6576,SHRUTI,-52.7661
2io6,0.555577862,0.005277917,4.061627207,0.020519916,0,4E-05,0,4E-05,-96.4905,6.27144,68.88604,5.21042,-27.60444,5.1268,0,0,-48.73744,6.64146,-4.57386,0.08946,73.45988,5.23078,0,4E-05,0,4E-05,-59.93742,2.95248,12.78148,1.21714,-47.15594,2.89362,0,0,-12.18436,1.66036,-4.57386,0.08946,17.35532,1.2355,7523,SARVESH,-47.75306
5a9u,0.227866809,0.003191811,1.936237373,0.006988905,0,4E-05,0,6E-05,-63.8559,4.42458,32.25982,3.74232,-31.5961,3.16544,0,0,-16.47654,4.474,-4.28218,0.08386,36.54202,3.75562,0,4E-05,0,6E-05,-51.4985,2.69488,4.33598,0.8614,-47.16252,2.60572,0,0,-4.11916,1.1185,-4.28218,0.08386,8.61818,0.87224,4102,SHRUTI,-47.3794
2bb9,2.056176987,0.010736357,1.947232594,0.009100811,0,4E-05,0,2E-05,-77.58564,10.44176,50.54608,9.99548,-27.03956,6.00176,0,0,-29.74892,10.27462,-6.09482,0.2782,56.6409,10.12422,0,4E-05,0,2E-05,-55.27396,4.32112,8.10698,2.23112,-47.16696,3.43818,0,0,-7.4372,2.56866,-6.09482,0.2782,14.20182,2.35816,4337,SARVESH,-47.83672
3ou6,1.294588599,0.003303295,2.189539966,0.017633807,0,6E-05,0,2E-05,-175.53708,9.88326,145.45604,9.82762,-30.08104,6.13474,0,0,-130.99944,11.47638,-4.39756,0.08444,149.8536,9.82304,0,6E-05,0,2E-05,-77.2875,3.86376,30.11824,2.18934,-47.16924,3.79384,0,0,-32.74986,2.8691,-4.39756,0.08444,34.5158,2.18548,4505,PRADEEP,-44.5376
3ewr,1.471529907,0.010943143,1.703796713,0.006808654,0,4E-05,0,6E-05,-115.58414,8.42182,89.59962,7.59296,-25.98454,5.97786,0,0,-68.2227,8.46962,-5.03666,0.11636,94.63626,7.64214,0,4E-05,0,6E-05,-64.41714,4.06494,17.24172,1.74008,-47.1754,3.67288,0,0,-17.05566,2.1174,-5.03666,0.11636,22.27838,1.7873,5798,PRADEEP,-47.36148
5akl,0.310278027,0.006366832,2.882998204,0.034360522,0,6E-05,0,6E-05,-81.70536,4.34322,49.82216,4.25634,-31.88318,3.81436,0,0,-35.00686,4.24644,-4.1767,0.08346,53.99888,4.2648,0,6E-05,0,6E-05,-55.45024,2.58546,8.2566,0.9697,-47.1936,2.51362,0,0,-8.75172,1.0616,-4.1767,0.08346,12.4333,0.97696,1935,DIVYAK,-46.6985
2hv5,0.904685748,0.010175352,1.429747942,0.009533401,0,2E-05,0,2E-05,-73.31762,5.38996,42.48804,4.3786,-30.8296,3.4309,0,0,-25.84356,5.74768,-4.06996,0.10532,46.558,4.3948,0,2E-05,0,2E-05,-53.93496,2.91192,6.73648,0.97514,-47.19848,2.73576,0,0,-6.4609,1.43694,-4.06996,0.10532,10.80646,0.98716,1837,PRADEEP,-47.47408
5wj6,2.494553449,0.021659183,2.207434447,0.013442854,0,2E-05,0,4E-05,-63.0584,5.574,30.16258,5.32318,-32.89578,3.40742,0,0,-15.36132,4.68966,-3.9325,0.19958,34.0951,5.3742,0,2E-05,0,4E-05,-51.53742,3.26312,4.3344,1.22624,-47.20302,3.06828,0,0,-3.84034,1.17242,-3.9325,0.19958,8.2669,1.26646,4259,PRADEEP,-47.69708
7upj,0.669484694,0.015936844,1.388318385,0.005970426,0,2E-05,0,0.0001,-98.04982,8.95844,68.86882,8.7368,-29.181,6.05208,0,0,-50.77024,8.34426,-5.03976,0.14642,73.90858,8.76994,0,2E-05,0,0.0001,-59.97216,4.33108,12.76262,1.9045,-47.20952,3.72652,0,0,-12.69256,2.08606,-5.03976,0.14642,17.80238,1.93682,8662,SHRUTI2,-47.27958
3zws,0.284063573,0.005989637,1.469202474,0.00736869,0,0,0,4E-05,-57.79098,3.85334,26.58136,2.76212,-31.20962,3.22546,0,0,-9.69654,3.52552,-3.70154,0.09238,30.2829,2.74992,0,0,0,4E-05,-50.51856,2.81444,3.30762,0.6093,-47.21094,2.74358,0,0,-2.42412,0.88136,-3.70154,0.09238,7.00916,0.59524,4519,PRADEEP,-48.09442
6chn,0.389539757,0.007459499,1.584370138,0.009292746,0,4E-05,0,4E-05,-82.21548,5.93314,44.90168,5.4781,-37.31376,4.27414,0,0,-36.9314,5.73794,-4.45262,0.15686,49.35432,5.57816,0,4E-05,0,4E-05,-54.51692,3.35208,7.29628,1.2166,-47.22058,3.08722,0,0,-9.23284,1.43448,-4.45262,0.15686,11.7489,1.31384,9104,PRADEEP,-45.28406
4jvr,0.984449983,0.014881915,2.026575749,0.009841253,0,8E-05,0,2E-05,-67.98268,6.42736,32.30842,4.95768,-35.67424,3.60132,0,0,-22.222,6.1719,-4.48144,0.1767,36.78988,5.01194,0,8E-05,0,2E-05,-51.31616,3.40022,4.09504,1.12214,-47.22114,3.21322,0,0,-5.5555,1.54296,-4.48144,0.1767,8.57646,1.16694,4896,SHRUTI,-45.76064
3t03,1.133796705,0.010326733,1.766189492,0.006045554,0,6E-05,0,4E-05,-54.63536,4.3993,22.60756,4.39468,-32.02782,3.344,0,0,-7.44374,3.7103,-4.6008,0.0989,27.20834,4.40528,0,6E-05,0,4E-05,-49.05258,2.79242,1.83086,0.9833,-47.22168,2.65714,0,0,-1.86094,0.9276,-4.6008,0.0989,6.43166,0.99416,2776,VASAVI,-47.19166
1kt4,0.405837601,0.006545,1.595174791,0.007062059,0,8E-05,0,6E-05,-57.12538,3.5079,24.03028,3.0769,-33.0951,3.68808,0,0,-10.5647,3.59914,-4.49478,0.08756,28.52502,3.0794,0,8E-05,0,6E-05,-49.20184,2.37282,1.97474,0.6972,-47.22708,2.4502,0,0,-2.64116,0.89976,-4.49478,0.08756,6.46952,0.70122,3782,DIVYAK,-46.5607
1mer,1.13326744,0.017799851,1.843273362,0.006148534,0,2E-05,0,6E-05,-103.9426,5.94842,74.63382,5.4771,-29.30882,5.41842,0,0,-57.49312,6.39366,-5.6156,0.1708,80.24944,5.5207,0,2E-05,0,6E-05,-60.82278,3.49536,13.57878,1.24586,-47.24404,3.3214,0,0,-14.37326,1.5984,-5.6156,0.1708,19.19436,1.28782,10256,VASAVI,-46.4495
1mfp,0.969961865,0.014667528,1.837990987,0.00975181,0,4E-05,0,2E-05,-76.13378,5.64216,50.1625,5.76422,-25.97124,4.36558,0,0,-27.5854,5.97436,-4.55044,0.11162,54.71294,5.77714,0,4E-05,0,2E-05,-55.4447,2.86884,8.20018,1.28372,-47.24454,2.9031,0,0,-6.89634,1.49358,-4.55044,0.11162,12.75064,1.29384,5485,ROHIT,-48.54838
4kos,1.069684962,0.008668315,1.524317541,0.005480595,0,4E-05,0,0,-97.32484,8.47212,69.86818,6.7884,-27.4566,4.8401,0,0,-49.33146,8.49352,-4.49914,0.10924,74.36734,6.78626,0,4E-05,0,0,-60.32624,3.92612,13.08158,1.58048,-47.24464,3.49482,0,0,-12.33288,2.12338,-4.49914,0.10924,17.58074,1.5776,7415,PRADEEP,-47.99338
4xdm,0.433638826,0.005470486,1.90940136,0.012198288,0,2E-05,0,6E-05,-94.51246,6.35442,69.02216,6.0502,-25.49028,5.22822,0,0,-46.26584,6.76514,-5.23318,0.13728,74.25536,6.12286,0,2E-05,0,6E-05,-59.8131,2.96726,12.55658,1.35324,-47.25652,2.80896,0,0,-11.56646,1.69126,-5.23318,0.13728,17.78972,1.42248,3937,SHRUTI,-48.24666
6c2r,0.457754899,0.006030392,3.351964691,0.017950574,0,8E-05,0,4E-05,-81.28218,5.03716,45.7245,4.2554,-35.55766,3.71398,0,0,-35.57042,5.47408,-4.74188,0.13854,50.46638,4.31288,0,8E-05,0,4E-05,-54.60432,3.10004,7.33952,0.96578,-47.26482,3.09194,0,0,-8.8926,1.36852,-4.74188,0.13854,12.0814,1.0177,7176,DIVYAK,-45.71174
4wt6,0.496281634,0.013603375,1.411207442,0.00671283,0,4E-05,0,4E-05,-88.24612,6.19746,56.58028,6.25726,-31.66586,4.94172,0,0,-40.70536,5.72842,-4.29378,0.11016,60.87406,6.28924,0,4E-05,0,4E-05,-57.71708,2.82922,10.43714,1.46762,-47.27996,2.2989,0,0,-10.17634,1.43212,-4.29378,0.11016,14.7309,1.4971,5307,SHRUTI,-47.54074
5tc4,1.551493514,0.018178824,1.613707865,0.006683764,0,4E-05,0,4E-05,-91.82046,10.67496,60.87738,9.47682,-30.94308,4.28012,0,0,-44.84408,10.93858,-4.66656,0.17762,65.54394,9.50476,0,4E-05,0,4E-05,-58.1874,4.05398,10.89848,2.1423,-47.28888,3.36192,0,0,-11.21102,2.73464,-4.66656,0.17762,15.56512,2.16672,2146,SUBHAJIT,-46.9764
2ihq,0.255221745,0.00270199,1.760722107,0.007327428,0,4E-05,0,4E-05,-79.9815,3.28178,50.40894,2.4525,-29.57258,2.6876,0,0,-31.43294,2.95448,-3.36976,0.0553,53.77874,2.45702,0,4E-05,0,4E-05,-56.40682,2.15702,9.11598,0.55326,-47.29084,2.08102,0,0,-7.85822,0.73864,-3.36976,0.0553,12.48578,0.55756,3929,SHRUTI,-48.5486
6bfn,0.72183933,0.017234929,2.438970452,0.009724093,0,2E-05,0,0,-80.57498,4.18254,51.54068,3.96524,-29.03432,3.51122,0,0,-32.5368,4.04112,-4.2882,0.11132,55.82886,4.00836,0,2E-05,0,0,-56.17242,2.54032,8.86876,0.91444,-47.30362,2.4014,0,0,-8.1342,1.01028,-4.2882,0.11132,13.15696,0.9544,1890,SARVESH,-48.0382
6f8j,0.898691468,0.009514783,2.652754387,0.010052058,0,2E-05,0,4E-05,-110.55902,6.59252,71.81284,6.25794,-38.74618,3.73342,0,0,-65.66626,7.17358,-3.84918,0.11002,75.66202,6.257,0,2E-05,0,4E-05,-61.30934,3.35142,14.00494,1.45452,-47.3044,3.27494,0,0,-16.41654,1.79338,-3.84918,0.11002,17.85414,1.4527,4883,SHRUTI,-44.8928
